authors,article.title,source.title,publication.year,host.genus,host.species,virus.subfamily,virus.genus,virus.species,sero.positive,PCR.positive,isolation.positive,sample.size,notes,sample.size.notes
"Peel, AJ; McKinley, TJ; Baker, KS; Barr, JA; Crameri, G; Hayman, DTS; Feng, YR; Broder, CC; Wang, LF; Cunningham, AA; Wood, JLN",Use of cross-reactive serological assays for detecting novel pathogens in wildlife: Assessing an appropriate cutoff for henipavirus assays in African bats,JOURNAL OF VIROLOGICAL METHODS,2013,eidolon,helvum,orthoparamyxovirinae,henipavirus,nipah virus,1,NA,NA,1498,,
"Chua, KB; Wang, LF; Lam, SK; Crameri, G; Yu, M; Wise, T; Boyle, D; Hyatt, AD; Eaton, BT","Tioman virus, a novel paramyxovirus isolated from fruit bats in Malaysia",VIROLOGY,2001,pteropus,hypomelanus,rubulavirinae,pararubulavirus,tioman virus,NA,NA,1,pool,,
"Glennon, EE; Becker, DJ; Peel, AJ; Garnier, R; Suu-Ire, RD; Gibson, L; Hayman, DTS; Wood, JLN; Cunningham, AA; Plowright, RK; Restif, O",What is stirring in the reservoir? Modelling mechanisms of henipavirus circulation in fruit bat hosts,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2019,eidolon,helvum,orthoparamyxovirinae,henipavirus,nipah virus,1,NA,NA,104,longitudinal (captive colony),
"Kirkland, PD; Love, RJ; Philbey, AW; Ross, AD; Davis, RJ; Hart, KG",Epidemiology and control of Menangle virus in pigs,AUSTRALIAN VETERINARY JOURNAL,2001,pteropus,poliocephalus,rubulavirinae,pararubulavirus,menangle virus,1,NA,0,80,additional pooled samples,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,AUSTRALIAN VETERINARY JOURNAL,2008,pteropus,poliocephalus,rubulavirinae,pararubulavirus,menangle virus,1,NA,0,227,,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,AUSTRALIAN VETERINARY JOURNAL,2008,pteropus,alecto,rubulavirinae,pararubulavirus,menangle virus,1,NA,0,28,,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,AUSTRALIAN VETERINARY JOURNAL,2008,pteropus,conspicillatus,rubulavirinae,pararubulavirus,menangle virus,1,NA,NA,20,,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,AUSTRALIAN VETERINARY JOURNAL,2008,pteropus,scapulatus,rubulavirinae,pararubulavirus,menangle virus,1,NA,0,98,,
"Smith, I; Broos, A; de Jong, C; Zeddeman, A; Smith, C; Smith, G; Moore, F; Barr, J; Crameri, G; Marsh, G; Tachedjian, M; Yu, M; Kung, YH; Wang, LF; Field, H",Identifying Hendra Virus Diversity in Pteropid Bats,PLOS ONE,2011,pteropus,alecto,orthoparamyxovirinae,henipavirus,hendra virus,NA,1,1,pool,,
"Smith, I; Broos, A; de Jong, C; Zeddeman, A; Smith, C; Smith, G; Moore, F; Barr, J; Crameri, G; Marsh, G; Tachedjian, M; Yu, M; Kung, YH; Wang, LF; Field, H",Identifying Hendra Virus Diversity in Pteropid Bats,PLOS ONE,2011,pteropus,poliocephalus,orthoparamyxovirinae,henipavirus,hendra virus,NA,1,1,pool,,
"Smith, I; Broos, A; de Jong, C; Zeddeman, A; Smith, C; Smith, G; Moore, F; Barr, J; Crameri, G; Marsh, G; Tachedjian, M; Yu, M; Kung, YH; Wang, LF; Field, H",Identifying Hendra Virus Diversity in Pteropid Bats,PLOS ONE,2011,pteropus,conspicillatus,orthoparamyxovirinae,henipavirus,hendra virus,NA,1,1,pool,,
"Raut, CG; Yadav, PD; Towner, JS; Amman, BR; Erickson, BR; Cannon, DL; Sivaram, A; Basu, A; Nichol, ST; Mishra, AC; Mourya, DT",Isolation of a Novel Adenovirus from Rousettus leschenaultii Bats from India,INTERVIROLOGY,2012,rousettus,leschenaultii,orthoparamyxovirinae,henipavirus,nipah virus,0,0,NA,153,,
"Sohayati, AR; Hassan, L; Sharifah, SH; Lazarus, K; Zaini, CM; Epstein, JH; Naim, NS; Field, HE; Arshad, SS; Aziz, JA; Daszak, P",Evidence for Nipah virus recrudescence and serological patterns of captive Pteropus vampyrus,EPIDEMIOLOGY AND INFECTION,2011,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,1,NA,1,19,longitudinal,
"Halpin, K; Young, PL; Field, HE; Mackenzie, JS",Isolation of Hendra virus from pteropid bats: a natural reservoir of Hendra virus,JOURNAL OF GENERAL VIROLOGY,2000,pteropus,poliocephalus,orthoparamyxovirinae,henipavirus,hendra virus,1,NA,1,NA,,
"Halpin, K; Young, PL; Field, HE; Mackenzie, JS",Isolation of Hendra virus from pteropid bats: a natural reservoir of Hendra virus,JOURNAL OF GENERAL VIROLOGY,2000,pteropus,alecto,orthoparamyxovirinae,henipavirus,hendra virus,NA,NA,1,NA,,
"Yadav, PD; Raut, CG; Shete, AM; Mishra, AC; Towner, JS; Nichol, ST; Mourya, DT",Short Report: Detection of Nipah Virus RNA in Fruit Bat (Pteropus giganteus) from India,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,2012,pteropus,giganteus,orthoparamyxovirinae,henipavirus,nipah virus,1,1,0,31,,
"Yadav, PD; Raut, CG; Shete, AM; Mishra, AC; Towner, JS; Nichol, ST; Mourya, DT",Short Report: Detection of Nipah Virus RNA in Fruit Bat (Pteropus giganteus) from India,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,2012,cynopterus,sphinx,orthoparamyxovirinae,henipavirus,nipah virus,0,0,NA,30,,
"Kashiwazaki, Y; Na, YN; Tanimura, N; Imada, T",A solid-phase blocking ELISA for detection of antibodies to Nipah virus,JOURNAL OF VIROLOGICAL METHODS,2004,eonycteris,spelaea,orthoparamyxovirinae,henipavirus,nipah virus,0,NA,NA,120,,
"Kashiwazaki, Y; Na, YN; Tanimura, N; Imada, T",A solid-phase blocking ELISA for detection of antibodies to Nipah virus,JOURNAL OF VIROLOGICAL METHODS,2004,cynopterus,brachyotis,orthoparamyxovirinae,henipavirus,nipah virus,0,NA,NA,11,,
"Baker, KS; Suu-Ire, R; Barr, J; Hayman, DTS; Broder, CC; Horton, DL; Durrant, C; Murcia, PR; Cunningham, AA; Wood, JLN",Viral antibody dynamics in a chiropteran host,JOURNAL OF ANIMAL ECOLOGY,2014,eidolon,helvum,orthoparamyxovirinae,henipavirus,nipah virus,1,NA,NA,111,longitudinal (captive colony),
"Wang, JN; Anderson, DE; Halpin, K; Hong, X; Chen, HL; Walker, S; Valdeter, S; van der Heide, B; Neave, MJ; Bingham, J; O'Brien, D; Eagles, D; Wang, LF; Williams, DT",A new Hendra virus genotype found in Australian flying foxes,VIROLOGY JOURNAL,2021,pteropus,poliocephalus,orthoparamyxovirinae,henipavirus,hendra virus,NA,1,0,81,,
"Wang, JN; Anderson, DE; Halpin, K; Hong, X; Chen, HL; Walker, S; Valdeter, S; van der Heide, B; Neave, MJ; Bingham, J; O'Brien, D; Eagles, D; Wang, LF; Williams, DT",A new Hendra virus genotype found in Australian flying foxes,VIROLOGY JOURNAL,2021,pteropus,scapulatus,orthoparamyxovirinae,henipavirus,hendra virus,NA,1,0,3,,
"Wang, JN; Anderson, DE; Halpin, K; Hong, X; Chen, HL; Walker, S; Valdeter, S; van der Heide, B; Neave, MJ; Bingham, J; O'Brien, D; Eagles, D; Wang, LF; Williams, DT",A new Hendra virus genotype found in Australian flying foxes,VIROLOGY JOURNAL,2021,pteropus,alecto,orthoparamyxovirinae,henipavirus,hendra virus,NA,0,NA,3,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,casinycteris,argynnis,NA,NA,NA,NA,0,NA,21,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,eidolon,helvum,orthoparamyxovirinae,henipavirus,NA,NA,1,NA,722,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,eidolon,helvum,rubulavirinae,pararubulavirus,NA,NA,1,NA,722,,subtract from total
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,epomophorus,gambianus,orthoparamyxovirinae,henipavirus,NA,NA,1,NA,54,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,epomophorus,labiatus,NA,NA,NA,NA,0,NA,1,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,epomophorus,minimus,rubulavirinae,pararubulavirus,NA,NA,1,NA,6,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,epomophorus,sp.,orthoparamyxovirinae,henipavirus,NA,NA,1,NA,17,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,epomophorus,sp.,rubulavirinae,pararubulavirus,NA,NA,1,NA,17,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,epomophorus,wahlbergi,NA,NA,NA,NA,0,NA,4,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,epomops,buettikoferi,NA,NA,NA,NA,0,NA,1,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,epomops,franqueti,NA,NA,NA,NA,0,NA,100,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,hypsignathus,monstrosus,orthoparamyxovirinae,henipavirus,NA,NA,1,NA,54,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,hypsignathus,monstrosus,rubulavirinae,pararubulavirus,NA,NA,1,NA,54,,subtract from total
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,lissonycteris,angolensis,NA,NA,NA,NA,0,NA,3,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,megaloglossus,woermanni,rubulavirinae,pararubulavirus,NA,NA,1,NA,34,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,micropteropus,pusillus,NA,NA,NA,NA,0,NA,152,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,micropteropus/nanonycteris,NA,NA,NA,NA,NA,0,NA,2,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,myonycteris,torquata,orthoparamyxovirinae,henipavirus,NA,NA,1,NA,111,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,plerotes,anchietae,NA,NA,NA,NA,0,NA,1,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,rousettus,aegyptiacus,orthoparamyxovirinae,henipavirus,NA,NA,1,NA,213,,
"Drexler, JF; Corman, VM; Muller, MA; Maganga, GD; Vallo, P; Binger, T; Gloza-Rausch, F; Rasche, A; Yordanov, S; Seebens, A; Oppong, S; Sarkodie, YA; Pongombo, C; Lukashev, AN; Schmidt-Chanasit, J; Stocker, A; Carneiro, AJB; Erbar, S; Maisner, A; Fronhoffs, F; Buettner, R; Kalko, EKV; Kruppa, T; Franke, CR; Kallies, R; Yandoko, ERN; Herrler, G; Reusken, C; Hassanin, A; Kruger, DH; Matthee, S; Ulrich, RG; Leroy, EM; Drosten, C",Bats host major mammalian paramyxoviruses,NATURE COMMUNICATIONS,2012,rousettus,aegyptiacus,rubulavirinae,pararubulavirus,NA,NA,1,NA,213,,subtract from total
"Epstein, JH; Anthony, SJ; Islam, A; Kilpatrick, AM; Khan, SA; Balkey, MD; Ross, N; Smith, I; Zambrana-Torrelio, C; Tao, Y; Islam, A; Quan, PL; Olival, KJ; Khan, MSU; Gurley, ES; Hossein, MJ; Field, HE; Fielder, MD; Briese, T; Rahman, M; Broder, CC; Crameri, G; Wang, LF; Luby, SP; Lipkin, WI; Daszak, P",Nipah virus dynamics in bats and implications for spillover to humans,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2020,pteropus,medius,orthoparamyxovirinae,henipavirus,nipah virus,1,1,NA,2088,"longitudinal, additional pooled samples",
"Markotter, W; Geldenhuys, M; van Vuren, PJ; Kemp, A; Mortlock, M; Mudakikwa, A; Nel, L; Nziza, J; Paweska, J; Weyer, J",Paramyxo- and Coronaviruses in Rwandan Bats,TROPICAL MEDICINE AND INFECTIOUS DISEASE,2019,rousettus,aegyptiacus,orthoparamyxovirinae,henipavirus,NA,NA,1,NA,14,,
"Amman, BR; Albarino, CG; Bird, BH; Nyakarahuka, L; Sealy, TK; Balinandi, S; Schuh, AJ; Campbell, SM; Stroher, U; Jones, MEB; Vodzack, ME; Reeder, DM; Kaboyo, W; Nichol, ST; Towner, JS","A Recently Discovered Pathogenic Paramyxovirus, Sosuga Virus, is Present in Rousettus aegyptiacus Fruit Bats at Multiple Locations in Uganda",JOURNAL OF WILDLIFE DISEASES,2015,epomophorus,labiatus,rubulavirinae,pararubulavirus,sosuga virus,NA,0,NA,262,,
"Amman, BR; Albarino, CG; Bird, BH; Nyakarahuka, L; Sealy, TK; Balinandi, S; Schuh, AJ; Campbell, SM; Stroher, U; Jones, MEB; Vodzack, ME; Reeder, DM; Kaboyo, W; Nichol, ST; Towner, JS","A Recently Discovered Pathogenic Paramyxovirus, Sosuga Virus, is Present in Rousettus aegyptiacus Fruit Bats at Multiple Locations in Uganda",JOURNAL OF WILDLIFE DISEASES,2015,lissonycteris,angolensis,rubulavirinae,pararubulavirus,sosuga virus,NA,0,NA,18,,
"Amman, BR; Albarino, CG; Bird, BH; Nyakarahuka, L; Sealy, TK; Balinandi, S; Schuh, AJ; Campbell, SM; Stroher, U; Jones, MEB; Vodzack, ME; Reeder, DM; Kaboyo, W; Nichol, ST; Towner, JS","A Recently Discovered Pathogenic Paramyxovirus, Sosuga Virus, is Present in Rousettus aegyptiacus Fruit Bats at Multiple Locations in Uganda",JOURNAL OF WILDLIFE DISEASES,2015,rousettus,aegyptiacus,rubulavirinae,pararubulavirus,sosuga virus,NA,1,0,1331,,
"Mortlock, M; Geldenhuys, M; Dietrich, M; Epstein, JH; Weyer, J; Paweska, JT; Markotter, W",Seasonal shedding patterns of diverse henipavirus-related paramyxoviruses in Egyptian rousette bats,SCIENTIFIC REPORTS,2021,rousettus,aegyptiacus,orthoparamyxovirinae,henipavirus,NA,0,1,0,712,additional pooled samples,
"Wacharapluesadee, S; Hemachudha, T",Duplex nested RT-PCR for detection of Nipah virus RNA from urine specimens of bats,JOURNAL OF VIROLOGICAL METHODS,2007,pteropus,lylei,orthoparamyxovirinae,henipavirus,nipah virus,NA,1,NA,pool,,
"Mendenhall, IH; Wen, DLH; Jayakumar, J; Gunalan, V; Wang, LF; Mauer-Stroh, S; Su, YCF; Smith, GJD",Diversity and Evolution of Viral Pathogen Community in Cave Nectar Bats (Eonycteris spelaea),VIRUSES-BASEL,2019,eonycteris,spelaea,orthoparamyxovirinae,henipavirus,NA,NA,1,NA,pool,,
"Lau, SKP; Woo, PCY; Wong, BHL; Wong, AYP; Tsoi, HW; Wang, M; Lee, P; Xu, HF; Poon, RWS; Guo, RT; Li, KSM; Chan, KH; Zheng, BJ; Yuen, KY","Identification and complete genome analysis of three novel paramyxoviruses, Tuhoko virus 1, 2 and 3, in fruit bats from China",VIROLOGY,2010,rousettus,aegyptiacus,rubulavirinae,pararubulavirus,tuhokovirus 1,1,1,0,332,,
"Lau, SKP; Woo, PCY; Wong, BHL; Wong, AYP; Tsoi, HW; Wang, M; Lee, P; Xu, HF; Poon, RWS; Guo, RT; Li, KSM; Chan, KH; Zheng, BJ; Yuen, KY","Identification and complete genome analysis of three novel paramyxoviruses, Tuhoko virus 1, 2 and 3, in fruit bats from China",VIROLOGY,2010,rousettus,aegyptiacus,rubulavirinae,pararubulavirus,tuhokovirus 2,1,1,0,NA,sample size listed for tuhokovirus 1,
"Lau, SKP; Woo, PCY; Wong, BHL; Wong, AYP; Tsoi, HW; Wang, M; Lee, P; Xu, HF; Poon, RWS; Guo, RT; Li, KSM; Chan, KH; Zheng, BJ; Yuen, KY","Identification and complete genome analysis of three novel paramyxoviruses, Tuhoko virus 1, 2 and 3, in fruit bats from China",VIROLOGY,2010,rousettus,aegyptiacus,rubulavirinae,pararubulavirus,tuhokovirus 3,1,1,0,NA,sample size listed for tuhokovirus 1,
