Family,Genus,Species,Binomial,X_For_Partition,Binomial_2,No_VF,RNA,DNA,Retro,Zoo,RWL,log_AR,AR,log_Forearm,Forearm,log_Mass,Mass,Pulse,sqrt_Rarea,Range_Area,Median_Y_Lat,Median_X_Long,Sympatry,log_Median,Group Size,Roost,Lifespan,Torpor,Diet_2,Migration,Status,Trend,sin_Citations,sin_No_Mixed,Residuals,PhyloClust56,PhyloClust41
Vespertilionidae,Lasiurus,borealis,Lasiurus borealis,157,Lasiurus_borealis,1,1,0,0,1,54.77165685,0.852784869,7.125000005,1.534449147,34.23333003,0.892094603,7.800000006,1,2209.583671,4882259.999,37.9294014,-89.4434967,58,-0.301029996,0.5,F,NA,H,Pred,Y,LC,S,5.817120018,0,-118.2870184,PC1,PC2
Vespertilionidae,Lasiurus,ega,Lasiurus ega,158,Lasiurus_ega,1,1,0,0,1,NA,NA,NA,1.67669361,47.50000004,1.086359831,12.20000001,1,3633.854703,13204900,-7.9171,-60.9258995,288,1.130333768,13.49999998,G,NA,NA,Pred,Y,LC,U,3.259572556,1.443635475,34.06685739,PC1,PC2
Vespertilionidae,Lasiurus,intermedius,Lasiurus intermedius,159,Lasiurus_intermedius,1,1,0,0,1,NA,NA,NA,1.740993932,55.08000005,1.360971884,22.96000001,1,NA,NA,NA,NA,NA,NA,NA,G,NA,NA,Pred,Y,LC,U,2.094712547,NA,NA,PC1,PC2
Vespertilionidae,Lasiurus,seminolus,Lasiurus seminolus,160,Lasiurus_seminolus,1,1,0,0,1,NA,NA,NA,NA,NA,0.994756945,9.880000009,1,1092.373562,1193279.999,32.2673988,-87.7627029,24,0.176091259,1.5,F,NA,T,Pred,Y,LC,U,3.689503869,0,-91.38074912,PC1,PC2
Vespertilionidae,Myotis,altarium,Myotis altarium,161,Myotis_altarium,1,1,0,0,1,NA,NA,NA,1.653212514,45.00000002,1.041392685,11,NA,1255.001992,1575030,25.9183006,109.5970001,103,NA,NA,NA,NA,NA,Pred,NA,LC,U,2.312438341,NA,-21.24666509,PC1,PC4
Vespertilionidae,Myotis,austroriparius,Myotis austroriparius,162,Myotis_austroriparius,1,1,0,0,1,NA,NA,NA,1.579783597,38.00000003,0.866287339,7.349999999,1,912.5847906,832811,33.1197014,-87.3901978,16,NA,NA,G,72,H,Pred,N,LC,S,4.189884231,2.094712547,-89.57931318,PC1,PC4
Vespertilionidae,Myotis,chiloensis,Myotis chiloensis,163,Myotis_chiloensis,1,1,0,0,1,35.9633396,0.760422483,5.759999994,1.579783597,38.00000003,0.924795996,8.410000004,NA,708.6487141,502183,-42.6152,-71.7777023,10,NA,NA,NA,NA,T,Pred,NA,LC,U,3.466711038,NA,-84.46145318,PC1,PC4
Vespertilionidae,Myotis,ciliolabrum,Myotis ciliolabrum,164,Myotis_ciliolabrum,1,1,0,0,1,35.91894521,0.826074803,6.700000005,1.507855872,32.20000002,0.689308859,4.889999999,1,1178.108654,1387940.001,44.3970985,-106.8580017,23,1,10,G,NA,H,Pred,NA,LC,S,3.871634756,1.818446459,-97.05471739,PC1,PC4
Vespertilionidae,Myotis,escalerai,Myotis escalerai,165,Myotis_escalerai,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,1.818446459,NA,NA,PC1,PC4
Vespertilionidae,Myotis,keenii,Myotis keenii,166,Myotis_keenii,1,1,0,0,1,35.54754118,0.763427994,5.800000006,1.562292864,36.49999996,0.813580989,6.510000006,1,330.5571055,109268,50.6029015,-126.3460007,11,1.217483944,16.49999999,G,222,H,Pred,NA,LC,S,3.402306645,0.881373587,-62.84926115,PC1,PC4
Vespertilionidae,Myotis,levis,Myotis levis,167,Myotis_levis,1,1,0,0,1,NA,NA,NA,1.579783597,38.00000003,0.739572344,5.489999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,N,LC,U,2.893443986,NA,NA,PC1,PC4
Vespertilionidae,Myotis,macropus,Myotis macropus,168,Myotis_macropus,1,1,0,0,1,NA,NA,NA,NA,NA,0.920123326,8.319999994,NA,1151.768206,1326570,-21.8276005,141.2559967,78,1.176091259,15,G,NA,NA,Pred,NA,LC,U,2.644120761,NA,-40.61873108,PC1,PC4
